all_go_terms,genes,dnds
GO:0006260,maker-311_pilon-augustus-gene-15.83,0.657767817871844
GO:0016020,maker-867_pilon-augustus-gene-51.42,0.65634547337553
GO:0055085,maker-867_pilon-augustus-gene-51.42,0.65634547337553
GO:0005515,snap-453_pilon-processed-gene-9.63,0.655486400320702
GO:0030247,evm-71456_pilon-processed-gene-0.8,0.655045057200662
GO:0005509,augustus-375_pilon-processed-gene-3.3,0.651792873861137
GO:0008146,augustus_masked-435_pilon-processed-gene-18.4,0.650439294778879
GO:0004553,maker-430_pilon-augustus-gene-4.106,0.644917093781955
GO:0005975,maker-430_pilon-augustus-gene-4.106,0.644917093781955
GO:0006355,snap-516_pilon-processed-gene-8.132,0.644692110623045
GO:0003677,snap-516_pilon-processed-gene-8.132,0.644692110623045
GO:0016020,maker-266_pilon-augustus-gene-24.3,0.643588488304695
GO:0015018,maker-266_pilon-augustus-gene-24.3,0.643588488304695
GO:0005524,maker-380_pilon-snap-gene-26.124,0.643005757412256
GO:0003676,maker-380_pilon-snap-gene-26.124,0.643005757412256
GO:0043531,snap-72079_pilon-processed-gene-0.77,0.642168298744901
GO:0016020,maker-73992_pilon-snap-gene-0.64,0.641781817451293
GO:0005515,maker-867_pilon-snap-gene-67.82,0.639914900011794
GO:0008233,maker-867_pilon-snap-gene-67.82,0.639914900011794
GO:0008237,maker-867_pilon-snap-gene-67.82,0.639914900011794
GO:0005811,maker-267_pilon-augustus-gene-50.82,0.639282975415098
GO:0016298,maker-267_pilon-augustus-gene-50.82,0.639282975415098
GO:0019915,maker-267_pilon-augustus-gene-50.82,0.639282975415098
GO:0003723,augustus_masked-437_pilon-processed-gene-23.52,0.638913687381493
GO:0016020,maker-975_pilon-augustus-gene-47.123,0.636864409232335
GO:0000166,maker-838_pilon-snap-gene-15.6,0.634663411163268
GO:0005524,maker-838_pilon-snap-gene-15.6,0.634663411163268
GO:0004812,maker-838_pilon-snap-gene-15.6,0.634663411163268
GO:0006418,maker-838_pilon-snap-gene-15.6,0.634663411163268
GO:0006355,snap-645_pilon-processed-gene-13.103,0.634414865275366
GO:0003690,snap-645_pilon-processed-gene-13.103,0.634414865275366
GO:0006355,augustus-360_pilon-processed-gene-54.10,0.633576475414427
GO:0003690,augustus-360_pilon-processed-gene-54.10,0.633576475414427
GO:0004601,maker-316_pilon-snap-gene-81.6,0.632602976802353
GO:0006979,maker-316_pilon-snap-gene-81.6,0.632602976802353
GO:0020037,maker-316_pilon-snap-gene-81.6,0.632602976802353
GO:0016788,snap_masked-975_pilon-processed-gene-24.38,0.631980865355814
GO:0016491,snap-445_pilon-processed-gene-33.69,0.631697885728741
GO:0016209,snap-445_pilon-processed-gene-33.69,0.631697885728741
GO:0051920,snap-445_pilon-processed-gene-33.69,0.631697885728741
GO:0005525,maker-66149_pilon-augustus-gene-0.11,0.630999313603355
GO:0005524,maker-267543_pilon-augustus-gene-0.56,0.628069815887557
GO:0004672,maker-267543_pilon-augustus-gene-0.56,0.628069815887557
GO:0006468,maker-267543_pilon-augustus-gene-0.56,0.628069815887557
GO:0005515,maker-74056_pilon-augustus-gene-32.138,0.627707048579072
GO:0030247,snap-214375_pilon-processed-gene-0.8,0.625465291143808
GO:0003735,maker-674_pilon-augustus-gene-4.61,0.621925888697871
GO:0005840,maker-674_pilon-augustus-gene-4.61,0.621925888697871
GO:0006412,maker-674_pilon-augustus-gene-4.61,0.621925888697871
GO:0003700,maker-428_pilon-augustus-gene-8.55,0.620434724762422
GO:0006355,maker-428_pilon-augustus-gene-8.55,0.620434724762422
GO:0006355,maker-819_pilon-snap-gene-14.66,0.615099947969955
GO:0003677,maker-819_pilon-snap-gene-14.66,0.615099947969955
GO:0016491,maker-1000_pilon-snap-gene-0.61,0.613224172849502
GO:0043531,snap_masked-55180_pilon-processed-gene-0.2,0.61220008377928
GO:0016747,augustus_masked-215_pilon-processed-gene-49.47,0.611683791635725
GO:0003723,snap-358_pilon-processed-gene-58.176,0.610224513940398
GO:0003700,maker-708_pilon-augustus-gene-1.54,0.61008468112963
GO:0006355,maker-708_pilon-augustus-gene-1.54,0.61008468112963
GO:0046983,maker-708_pilon-augustus-gene-1.54,0.61008468112963
GO:0005634,maker-708_pilon-augustus-gene-1.54,0.61008468112963
GO:0003677,maker-708_pilon-augustus-gene-1.54,0.61008468112963
GO:0006629,maker-375_pilon-augustus-gene-22.51,0.609764066076121
GO:0008081,maker-375_pilon-augustus-gene-22.51,0.609764066076121
GO:0006284,maker-314_pilon-snap-gene-22.85,0.609509849941162
GO:0005515,augustus-73666_pilon-processed-gene-19.86,0.609454846597805
GO:0005524,evm-809_pilon-processed-gene-11.69,0.60774297018854
GO:0003676,evm-809_pilon-processed-gene-11.69,0.60774297018854
GO:0005515,augustus-73457_pilon-processed-gene-0.16,0.606719613401952
GO:0003677,maker-74196_pilon-augustus-gene-0.11,0.606061156378771
GO:0016020,maker-303_pilon-snap-gene-14.31,0.603739605199594
GO:0006486,maker-303_pilon-snap-gene-14.31,0.603739605199594
GO:0008417,maker-303_pilon-snap-gene-14.31,0.603739605199594
GO:0003743,maker-975_pilon-augustus-gene-38.54,0.603574655905785
GO:0006413,maker-975_pilon-augustus-gene-38.54,0.603574655905785
GO:0005515,maker-606_pilon-augustus-gene-96.61,0.603356458766456
GO:0004553,maker-778_pilon-snap-gene-24.112,0.603326330272327
GO:0071704,maker-778_pilon-snap-gene-24.112,0.603326330272327
GO:0003676,maker-261_pilon-augustus-gene-71.1,0.600002272714156
GO:0008270,maker-261_pilon-augustus-gene-71.1,0.600002272714156
GO:0005515,maker-261_pilon-snap-gene-47.4,0.59986977587452
GO:0005515,snap_masked-647_pilon-processed-gene-0.61,0.59949935941713
GO:0005515,maker-268_pilon-augustus-gene-53.55,0.59286971231227
GO:0005524,snap-920_pilon-processed-gene-10.69,0.591465529605836
GO:0004672,snap-920_pilon-processed-gene-10.69,0.591465529605836
GO:0006468,snap-920_pilon-processed-gene-10.69,0.591465529605836
GO:0007165,snap-920_pilon-processed-gene-10.69,0.591465529605836
GO:0008270,augustus-72289_pilon-processed-gene-2.12,0.591404414459371
GO:0004144,snap_masked-303_pilon-processed-gene-17.19,0.590862792720298
GO:0045017,snap_masked-303_pilon-processed-gene-17.19,0.590862792720298
GO:0016020,maker-266_pilon-snap-gene-24.33,0.58947383460597
GO:0050660,maker-266_pilon-snap-gene-24.33,0.58947383460597
GO:0003885,maker-266_pilon-snap-gene-24.33,0.58947383460597
GO:0004144,maker-70584_pilon-augustus-gene-0.0,0.588697480969107
GO:0004672,evm-656_pilon-processed-gene-3.19,0.588132469808067
GO:0006468,evm-656_pilon-processed-gene-3.19,0.588132469808067
GO:0004842,evm-656_pilon-processed-gene-3.19,0.588132469808067
GO:0016567,evm-656_pilon-processed-gene-3.19,0.588132469808067
GO:0016787,maker-606_pilon-augustus-gene-0.61,0.587881514614908
GO:0005515,maker-345_pilon-augustus-gene-16.71,0.58750472744269
GO:0003677,maker-345_pilon-augustus-gene-145.108,0.586438127839619
GO:0005524,maker-345_pilon-augustus-gene-145.108,0.586438127839619
GO:0032508,maker-345_pilon-augustus-gene-145.108,0.586438127839619
GO:0016747,snap-917_pilon-processed-gene-4.41,0.585651717700191
GO:0016020,augustus-379_pilon-processed-gene-16.63,0.584454647829357
GO:0012511,augustus-379_pilon-processed-gene-16.63,0.584454647829357
GO:0006508,maker-316_pilon-snap-gene-23.13,0.583825966740547
GO:0004185,maker-316_pilon-snap-gene-23.13,0.583825966740547
GO:0003677,augustus-266_pilon-processed-gene-15.16,0.583118083804948
GO:0003916,augustus-266_pilon-processed-gene-15.16,0.583118083804948
GO:0006265,augustus-266_pilon-processed-gene-15.16,0.583118083804948
GO:0005694,augustus-266_pilon-processed-gene-15.16,0.583118083804948
GO:0005515,augustus_masked-70991_pilon-processed-gene-0.84,0.583035897030988
GO:0016788,augustus-772_pilon-processed-gene-11.117,0.582420752754295
GO:0004601,maker-345_pilon-snap-gene-23.88,0.581018022619804
GO:0006979,maker-345_pilon-snap-gene-23.88,0.581018022619804
GO:0020037,maker-345_pilon-snap-gene-23.88,0.581018022619804
GO:0070475,snap-74090_pilon-processed-gene-0.67,0.580574477214033
GO:0070042,snap-74090_pilon-processed-gene-0.67,0.580574477214033
GO:0016020,maker-438_pilon-snap-gene-41.34,0.580543524949999
GO:0055085,maker-438_pilon-snap-gene-41.34,0.580543524949999
GO:0016740,snap-268_pilon-processed-gene-66.12,0.580348534922373
GO:0005524,evm-69963_pilon-processed-gene-0.10,0.579958083583101
GO:0016887,evm-69963_pilon-processed-gene-0.10,0.579958083583101
GO:0046983,maker-266_pilon-snap-gene-88.19,0.577445970506182
GO:0003677,maker-266_pilon-snap-gene-88.19,0.577445970506182
GO:0016020,snap-976_pilon-processed-gene-23.11,0.576628458210284
GO:0004568,snap_masked-74438_pilon-processed-gene-0.11,0.576352354396873
GO:0006032,snap_masked-74438_pilon-processed-gene-0.11,0.576352354396873
GO:0016998,snap_masked-74438_pilon-processed-gene-0.11,0.576352354396873
GO:0008061,snap_masked-74438_pilon-processed-gene-0.11,0.576352354396873
GO:0004672,evm-778_pilon-processed-gene-30.53,0.576169645095901
GO:0006468,evm-778_pilon-processed-gene-30.53,0.576169645095901
GO:0016702,snap-461_pilon-processed-gene-3.33,0.575720515260947
GO:0005509,augustus-266_pilon-processed-gene-78.44,0.575673972885017
GO:0009055,maker-73666_pilon-augustus-gene-16.4,0.574439414148117
GO:0003824,maker-316_pilon-snap-gene-96.65,0.574407435255349
GO:0004553,maker-316_pilon-snap-gene-96.65,0.574407435255349
GO:0005975,maker-316_pilon-snap-gene-96.65,0.574407435255349
GO:0043169,maker-316_pilon-snap-gene-96.65,0.574407435255349
GO:0016787,maker-923_pilon-snap-gene-6.33,0.573788696794591
GO:0016020,maker-268_pilon-augustus-gene-74.104,0.573263917561331
GO:0016788,augustus-941_pilon-processed-gene-2.77,0.573204407064742
GO:0008270,snap-375_pilon-processed-gene-1.12,0.570907114232956
GO:0005524,maker-575_pilon-snap-gene-8.11,0.570067762210074
GO:0004672,maker-575_pilon-snap-gene-8.11,0.570067762210074
GO:0006468,maker-575_pilon-snap-gene-8.11,0.570067762210074
GO:0005524,maker-522_pilon-snap-gene-0.20,0.569735165066363
GO:0016020,maker-579_pilon-snap-gene-47.11,0.568374926247061
GO:0050660,maker-579_pilon-snap-gene-47.11,0.568374926247061
GO:0003885,maker-579_pilon-snap-gene-47.11,0.568374926247061
GO:0016020,maker-714_pilon-snap-gene-1.0,0.567435357834214
GO:0055085,maker-714_pilon-snap-gene-1.0,0.567435357834214
GO:0030001,maker-714_pilon-snap-gene-1.0,0.567435357834214
GO:0046873,maker-714_pilon-snap-gene-1.0,0.567435357834214
GO:0016020,augustus-357_pilon-processed-gene-2.3,0.567294835311956
GO:0015095,augustus-357_pilon-processed-gene-2.3,0.567294835311956
GO:0015693,augustus-357_pilon-processed-gene-2.3,0.567294835311956
GO:0016491,maker-480_pilon-snap-gene-3.57,0.567022407766566
GO:0008289,evm-518_pilon-processed-gene-3.58,0.564865031235413
GO:0005515,maker-351_pilon-snap-gene-42.2,0.564157401481447
GO:0003723,maker-215_pilon-snap-gene-49.81,0.56383268933014
GO:0005515,snap-72321_pilon-processed-gene-0.16,0.560187635209566
GO:0005515,maker-445_pilon-augustus-gene-7.0,0.559409251399485
GO:0005524,maker-456_pilon-snap-gene-6.91,0.557877555987164
GO:0004672,maker-456_pilon-snap-gene-6.91,0.557877555987164
GO:0006468,maker-456_pilon-snap-gene-6.91,0.557877555987164
GO:0005515,maker-920_pilon-snap-gene-8.76,0.555826195255024
GO:0008017,maker-920_pilon-snap-gene-8.76,0.555826195255024
GO:0005515,maker-451_pilon-augustus-gene-0.69,0.553068980114897
GO:0020037,maker-418_pilon-snap-gene-5.83,0.552402628435333
GO:0004497,maker-418_pilon-snap-gene-5.83,0.552402628435333
GO:0005506,maker-418_pilon-snap-gene-5.83,0.552402628435333
GO:0016705,maker-418_pilon-snap-gene-5.83,0.552402628435333
GO:0006508,maker-71860_pilon-snap-gene-0.0,0.55212434460067
GO:0008236,maker-71860_pilon-snap-gene-0.0,0.55212434460067
GO:0008146,augustus-379_pilon-processed-gene-0.88,0.550965530538754
GO:0009055,maker-215_pilon-augustus-gene-16.87,0.550573452922725
GO:0003676,snap-445_pilon-processed-gene-28.88,0.550481593646717
GO:0016787,augustus_masked-215_pilon-processed-gene-15.84,0.548720292198961
GO:0020037,maker-446_pilon-snap-gene-0.7,0.548652997570972
GO:0004497,maker-446_pilon-snap-gene-0.7,0.548652997570972
GO:0005506,maker-446_pilon-snap-gene-0.7,0.548652997570972
GO:0016705,maker-446_pilon-snap-gene-0.7,0.548652997570972
GO:0003700,augustus-975_pilon-processed-gene-38.77,0.547224460237885
GO:0006355,augustus-975_pilon-processed-gene-38.77,0.547224460237885
GO:0005515,maker-592_pilon-augustus-gene-12.190,0.545442124051853
GO:0008270,augustus-216_pilon-processed-gene-47.72,0.545037593576386
GO:0061630,snap-688_pilon-processed-gene-16.60,0.544576539871438
GO:0016788,maker-542_pilon-snap-gene-0.84,0.543805962566096
GO:0008168,augustus_masked-686_pilon-processed-gene-6.3,0.543607108327358
GO:0003700,snap-420_pilon-processed-gene-24.152,0.54322526011891
GO:0006355,snap-420_pilon-processed-gene-24.152,0.54322526011891
GO:0005515,maker-452_pilon-augustus-gene-32.0,0.543026797050809
GO:0016020,augustus-706_pilon-processed-gene-0.15,0.542802540952209
GO:0055085,augustus-706_pilon-processed-gene-0.15,0.542802540952209
GO:0005216,augustus-706_pilon-processed-gene-0.15,0.542802540952209
GO:0006811,augustus-706_pilon-processed-gene-0.15,0.542802540952209
GO:0004672,maker-262_pilon-snap-gene-68.61,0.542203919734313
GO:0006468,maker-262_pilon-snap-gene-68.61,0.542203919734313
GO:0005515,maker-215_pilon-augustus-gene-23.92,0.54032569218629
GO:0004672,maker-215_pilon-augustus-gene-23.92,0.54032569218629
GO:0006468,maker-215_pilon-augustus-gene-23.92,0.54032569218629
GO:0003700,maker-867_pilon-augustus-gene-29.83,0.539856987743741
GO:0006355,maker-867_pilon-augustus-gene-29.83,0.539856987743741
GO:0043565,maker-867_pilon-augustus-gene-29.83,0.539856987743741
GO:0005515,maker-518_pilon-snap-gene-6.67,0.539338854016789
GO:0005094,maker-518_pilon-snap-gene-6.67,0.539338854016789
GO:0005737,maker-518_pilon-snap-gene-6.67,0.539338854016789
GO:0007266,maker-518_pilon-snap-gene-6.67,0.539338854016789
GO:0005509,augustus-705_pilon-processed-gene-23.63,0.538620121563492
GO:0015979,augustus-705_pilon-processed-gene-23.63,0.538620121563492
GO:0009523,augustus-705_pilon-processed-gene-23.63,0.538620121563492
GO:0009654,augustus-705_pilon-processed-gene-23.63,0.538620121563492
GO:0019898,augustus-705_pilon-processed-gene-23.63,0.538620121563492
GO:0003682,snap_masked-377_pilon-processed-gene-13.75,0.538577227092577
GO:0006355,augustus-445_pilon-processed-gene-114.94,0.538002676005399
GO:0043565,augustus-445_pilon-processed-gene-114.94,0.538002676005399
GO:0003723,maker-316_pilon-snap-gene-83.92,0.53784074808867
GO:0001522,maker-316_pilon-snap-gene-83.92,0.53784074808867
GO:0009451,maker-316_pilon-snap-gene-83.92,0.53784074808867
GO:0009982,maker-316_pilon-snap-gene-83.92,0.53784074808867
GO:0009055,maker-268_pilon-snap-gene-40.9,0.537578631297705
GO:0030599,maker-606_pilon-snap-gene-48.7,0.537365063884482
GO:0042545,maker-606_pilon-snap-gene-48.7,0.537365063884482
GO:0005515,snap_masked-378_pilon-processed-gene-3.57,0.536677011460834
GO:0005524,snap-63813_pilon-processed-gene-0.1,0.536467515627844
GO:0004672,snap-63813_pilon-processed-gene-0.1,0.536467515627844
GO:0006468,snap-63813_pilon-processed-gene-0.1,0.536467515627844
GO:0005524,snap-316_pilon-processed-gene-101.9,0.53581630072497
GO:0004672,snap-316_pilon-processed-gene-101.9,0.53581630072497
GO:0006468,snap-316_pilon-processed-gene-101.9,0.53581630072497
GO:0016491,maker-547_pilon-snap-gene-14.116,0.535149852606783
GO:0006629,maker-445_pilon-snap-gene-107.66,0.534875544945662
GO:0008270,augustus-377_pilon-processed-gene-53.71,0.534568725112681
GO:0046872,snap-355_pilon-processed-gene-9.13,0.533785306197451
GO:0003723,snap_masked-445_pilon-processed-gene-41.0,0.53175332244166
GO:0001522,snap_masked-445_pilon-processed-gene-41.0,0.53175332244166
GO:0009451,snap_masked-445_pilon-processed-gene-41.0,0.53175332244166
GO:0009982,snap_masked-445_pilon-processed-gene-41.0,0.53175332244166
GO:0005515,snap-435_pilon-processed-gene-22.104,0.531255593690306
GO:0000287,maker-1037_pilon-snap-gene-0.5,0.530827344725006
GO:0010333,maker-1037_pilon-snap-gene-0.5,0.530827344725006
GO:0016829,maker-1037_pilon-snap-gene-0.5,0.530827344725006
GO:0016491,maker-353_pilon-augustus-gene-98.66,0.529953183864795
GO:0030151,maker-353_pilon-augustus-gene-98.66,0.529953183864795
GO:0046983,maker-917_pilon-snap-gene-0.2,0.527961155145493
GO:0005515,augustus-315_pilon-processed-gene-8.67,0.527732684787272
GO:0004672,snap-637_pilon-processed-gene-0.66,0.527282903853611
GO:0006468,snap-637_pilon-processed-gene-0.66,0.527282903853611
GO:0005515,maker-637_pilon-augustus-gene-19.81,0.526446177900064
GO:0035091,maker-352_pilon-snap-gene-13.66,0.525716455620132
GO:0005524,augustus-434_pilon-processed-gene-10.19,0.52526737604772
GO:0004672,augustus-434_pilon-processed-gene-10.19,0.52526737604772
GO:0006468,augustus-434_pilon-processed-gene-10.19,0.52526737604772
GO:0003700,snap-613_pilon-processed-gene-5.14,0.523428008099679
GO:0006355,snap-613_pilon-processed-gene-5.14,0.523428008099679
GO:0006355,maker-353_pilon-snap-gene-101.136,0.522861980455417
GO:0003690,maker-353_pilon-snap-gene-101.136,0.522861980455417
GO:0003700,augustus-345_pilon-processed-gene-129.12,0.522049245006431
GO:0006355,augustus-345_pilon-processed-gene-129.12,0.522049245006431
GO:0043565,augustus-345_pilon-processed-gene-129.12,0.522049245006431
GO:0005515,maker-714_pilon-augustus-gene-28.74,0.521072960944292
GO:0005524,snap-85972_pilon-processed-gene-0.7,0.521055492390113
GO:0004672,snap-85972_pilon-processed-gene-0.7,0.521055492390113
GO:0006468,snap-85972_pilon-processed-gene-0.7,0.521055492390113
GO:0016020,snap_masked-267_pilon-processed-gene-21.92,0.520248507004034
GO:0055085,snap_masked-267_pilon-processed-gene-21.92,0.520248507004034
GO:0022857,snap_masked-267_pilon-processed-gene-21.92,0.520248507004034
GO:0005515,augustus_masked-346_pilon-processed-gene-5.117,0.520143709368869
GO:0005524,augustus-261_pilon-processed-gene-14.57,0.519611073011821
GO:0004672,augustus-261_pilon-processed-gene-14.57,0.519611073011821
GO:0006468,augustus-261_pilon-processed-gene-14.57,0.519611073011821
GO:0016491,augustus_masked-352_pilon-processed-gene-37.61,0.518643964373329
GO:0006952,snap-445_pilon-processed-gene-7.86,0.517935358831471
GO:0004601,maker-457_pilon-snap-gene-5.103,0.51790071847265
GO:0006979,maker-457_pilon-snap-gene-5.103,0.51790071847265
GO:0020037,maker-457_pilon-snap-gene-5.103,0.51790071847265
GO:0005737,maker-457_pilon-snap-gene-5.103,0.51790071847265
GO:0002161,maker-457_pilon-snap-gene-5.103,0.51790071847265
GO:0051499,maker-457_pilon-snap-gene-5.103,0.51790071847265
GO:0005737,maker-438_pilon-augustus-gene-36.51,0.517805273828614
GO:0006535,maker-438_pilon-augustus-gene-36.51,0.517805273828614
GO:0009001,maker-438_pilon-augustus-gene-36.51,0.517805273828614
GO:0005524,maker-415_pilon-augustus-gene-32.28,0.516547433769737
GO:0006298,maker-415_pilon-augustus-gene-32.28,0.516547433769737
GO:0030983,maker-415_pilon-augustus-gene-32.28,0.516547433769737
GO:0004857,maker-266_pilon-snap-gene-36.77,0.515183216159916
GO:0030599,maker-266_pilon-snap-gene-36.77,0.515183216159916
GO:0042545,maker-266_pilon-snap-gene-36.77,0.515183216159916
GO:0005515,augustus_masked-976_pilon-processed-gene-9.20,0.514981477895586
GO:0016788,maker-71059_pilon-snap-gene-0.5,0.513052545244015
GO:0051287,maker-215_pilon-snap-gene-0.59,0.511408542534104
GO:0004471,maker-215_pilon-snap-gene-0.59,0.511408542534104
GO:0003723,maker-600_pilon-snap-gene-2.25,0.510621813586438
GO:0048364,snap_masked-628_pilon-processed-gene-4.94,0.509520520654529
GO:0048367,snap_masked-628_pilon-processed-gene-4.94,0.509520520654529
GO:0043531,maker-927_pilon-snap-gene-12.90,0.506824750023664
GO:0006508,snap-353_pilon-processed-gene-54.41,0.506702888273255
GO:0008270,snap-353_pilon-processed-gene-54.41,0.506702888273255
GO:0004222,snap-353_pilon-processed-gene-54.41,0.506702888273255
GO:0031012,snap-353_pilon-processed-gene-54.41,0.506702888273255
GO:0020037,augustus-975_pilon-processed-gene-35.9,0.506395946844737
GO:0004497,augustus-975_pilon-processed-gene-35.9,0.506395946844737
GO:0005506,augustus-975_pilon-processed-gene-35.9,0.506395946844737
GO:0016705,augustus-975_pilon-processed-gene-35.9,0.506395946844737
GO:0005515,augustus_masked-579_pilon-processed-gene-36.91,0.504649822855088
GO:0003723,augustus_masked-867_pilon-processed-gene-32.48,0.504406236244255
GO:0030170,maker-485_pilon-augustus-gene-16.31,0.504341331928816
GO:0019346,maker-485_pilon-augustus-gene-16.31,0.504341331928816
GO:0005524,maker-695_pilon-augustus-gene-22.5,0.504176561267023
GO:0003676,maker-695_pilon-augustus-gene-22.5,0.504176561267023
GO:0004553,maker-991_pilon-snap-gene-8.81,0.503937082754469
GO:0005975,maker-991_pilon-snap-gene-8.81,0.503937082754469
GO:0043531,snap-708_pilon-processed-gene-5.56,0.503321583171402
GO:0005515,maker-880_pilon-snap-gene-2.57,0.502435049985302
GO:0006355,snap-414_pilon-processed-gene-28.52,0.501976949473123
GO:0006952,snap-414_pilon-processed-gene-28.52,0.501976949473123
GO:0003697,snap-414_pilon-processed-gene-28.52,0.501976949473123
GO:0016020,snap-437_pilon-processed-gene-39.20,0.501958814719301
GO:0140359,snap-437_pilon-processed-gene-39.20,0.501958814719301
GO:0003677,maker-518_pilon-snap-gene-42.4,0.50187620873246
GO:0008270,maker-518_pilon-snap-gene-42.4,0.50187620873246
GO:0000276,maker-62543_pilon-snap-gene-0.10,0.501859175882601
GO:0015078,maker-62543_pilon-snap-gene-0.10,0.501859175882601
GO:0015986,maker-62543_pilon-snap-gene-0.10,0.501859175882601
GO:0005515,augustus_masked-361_pilon-processed-gene-12.20,0.501338721410286
GO:0003700,augustus_masked-352_pilon-processed-gene-17.7,0.500680126867144
GO:0006355,augustus_masked-352_pilon-processed-gene-17.7,0.500680126867144
GO:0070037,maker-1020_pilon-snap-gene-0.2,0.500573579994478
GO:0070475,maker-1020_pilon-snap-gene-0.2,0.500573579994478
GO:0016740,snap-377_pilon-processed-gene-38.6,0.500555070004974
GO:0016491,augustus_masked-945_pilon-processed-gene-2.4,0.499679309982453
GO:0009733,snap-976_pilon-processed-gene-1.5,0.499512212410672
GO:0071949,maker-783_pilon-augustus-gene-10.225,0.498255958471756
GO:0016020,maker-316_pilon-snap-gene-50.10,0.498150525026989
GO:0009733,snap-267_pilon-processed-gene-42.9,0.49755204475523
GO:0016020,augustus-74056_pilon-processed-gene-23.2,0.497087562511386
GO:0032977,augustus-74056_pilon-processed-gene-23.2,0.497087562511386
GO:0003951,maker-781_pilon-snap-gene-33.88,0.497063976756504
GO:0006741,maker-781_pilon-snap-gene-33.88,0.497063976756504
GO:0005515,snap-216_pilon-processed-gene-32.68,0.496548166936476
GO:0015035,maker-768_pilon-snap-gene-10.72,0.496031612365682
GO:0005783,maker-768_pilon-snap-gene-10.72,0.496031612365682
GO:0071949,maker-768_pilon-snap-gene-10.72,0.496031612365682
GO:0016972,maker-768_pilon-snap-gene-10.72,0.496031612365682
GO:0034975,maker-768_pilon-snap-gene-10.72,0.496031612365682
GO:0004672,maker-415_pilon-augustus-gene-21.97,0.492029714404278
GO:0006468,maker-415_pilon-augustus-gene-21.97,0.492029714404278
GO:0016702,maker-1014_pilon-snap-gene-13.11,0.491827944921267
GO:0003700,maker-867_pilon-snap-gene-25.46,0.491793287642223
GO:0006355,maker-867_pilon-snap-gene-25.46,0.491793287642223
GO:0043565,maker-867_pilon-snap-gene-25.46,0.491793287642223
GO:0008270,augustus-378_pilon-processed-gene-11.121,0.491267929301575
GO:0003677,maker-345_pilon-snap-gene-113.53,0.488004918015657
GO:0005515,snap-268_pilon-processed-gene-74.13,0.484446898990368
GO:0004601,maker-262_pilon-augustus-gene-22.0,0.48371694043085
GO:0006979,maker-262_pilon-augustus-gene-22.0,0.48371694043085
GO:0020037,maker-262_pilon-augustus-gene-22.0,0.48371694043085
GO:0016020,augustus-528_pilon-processed-gene-0.217,0.48355202675068
GO:0055085,augustus-528_pilon-processed-gene-0.217,0.48355202675068
GO:0005216,augustus-528_pilon-processed-gene-0.217,0.48355202675068
GO:0006811,augustus-528_pilon-processed-gene-0.217,0.48355202675068
GO:0003677,maker-438_pilon-augustus-gene-42.31,0.482860594153974
GO:0003700,maker-417_pilon-snap-gene-29.3,0.482048071950811
GO:0006355,maker-417_pilon-snap-gene-29.3,0.482048071950811
GO:0043565,maker-417_pilon-snap-gene-29.3,0.482048071950811
GO:0016020,maker-345_pilon-augustus-gene-110.79,0.481031906554304
GO:0004252,maker-345_pilon-augustus-gene-110.79,0.481031906554304
GO:0016020,maker-261_pilon-snap-gene-33.7,0.480727907079757
GO:0004843,maker-354_pilon-augustus-gene-29.0,0.480099807554939
GO:0016579,maker-354_pilon-augustus-gene-29.0,0.480099807554939
GO:0015743,maker-73666_pilon-augustus-gene-13.26,0.479650253402824
GO:0005515,snap-353_pilon-processed-gene-68.66,0.477586777314967
GO:0003723,maker-442_pilon-augustus-gene-5.156,0.476710411823462
GO:0003676,maker-442_pilon-augustus-gene-5.156,0.476710411823462
GO:0008270,maker-442_pilon-augustus-gene-5.156,0.476710411823462
GO:0005515,maker-441_pilon-snap-gene-1.66,0.476182390817537
GO:0043531,maker-316_pilon-augustus-gene-27.76,0.476112185005049
GO:0009055,maker-299_pilon-augustus-gene-6.131,0.476019349177759
GO:0016740,maker-72237_pilon-snap-gene-0.15,0.475090179326339
GO:0005524,maker-720_pilon-augustus-gene-1.62,0.474661983045275
GO:0004672,maker-720_pilon-augustus-gene-1.62,0.474661983045275
GO:0006468,maker-720_pilon-augustus-gene-1.62,0.474661983045275
GO:0016020,augustus_masked-261_pilon-processed-gene-65.2,0.474631609245277
GO:0005375,augustus_masked-261_pilon-processed-gene-65.2,0.474631609245277
GO:0035434,augustus_masked-261_pilon-processed-gene-65.2,0.474631609245277
GO:0030247,maker-422_pilon-snap-gene-0.4,0.474452484236653
GO:0051536,maker-345_pilon-snap-gene-15.39,0.474103489075372
GO:0003700,augustus_masked-60723_pilon-processed-gene-0.6,0.473874472408103
GO:0006355,augustus_masked-60723_pilon-processed-gene-0.6,0.473874472408103
GO:0005515,maker-265_pilon-augustus-gene-36.60,0.473817550932479
GO:0006508,maker-792_pilon-snap-gene-13.118,0.473645444145269
GO:0004222,maker-792_pilon-snap-gene-13.118,0.473645444145269
GO:0016757,maker-477_pilon-snap-gene-14.91,0.47353119303131
GO:0000145,maker-215_pilon-augustus-gene-37.0,0.473351360489464
GO:0006904,maker-215_pilon-augustus-gene-37.0,0.473351360489464
GO:0005515,maker-64570_pilon-augustus-gene-0.0,0.471380846892764
GO:0016020,augustus_masked-763_pilon-processed-gene-1.122,0.46994233751217
GO:0055085,augustus_masked-763_pilon-processed-gene-1.122,0.46994233751217
GO:0022857,augustus_masked-763_pilon-processed-gene-1.122,0.46994233751217
