query_id,subject_id,subject_id.oak_tanoak,pct_ident.tanoak_oak,len.tanoak_oak,E.tanoak_oak,nextE.tanoak_oak,E_diff.tanoak_oak,Score.tanoak_oak,pct_ident.oak_tanoak,len.oak_tanoak,E.oak_tanoak,nextE.oak_tanoak,E_diff.oak_tanoak,Score.oak_tanoak
augustus_masked-316_pilon-processed-gene-65.1-mRNA-1,Qrob_P0745300.2,augustus_masked-316_pilon-processed-gene-65.1-mRNA-1,98.545,275,2.7e-134,1.01e-25,-108.57295760962366,479,98.545,275,7.11e-135,3.96e-5,-129.74582558519575,479
augustus_masked-316_pilon-processed-gene-67.11-mRNA-1,Qrob_P0619520.2,augustus_masked-316_pilon-processed-gene-67.11-mRNA-1,98.847,867,0,4.63e-8,-Inf,1519,98.847,867,0,1.58e-10,-Inf,1519
augustus_masked-316_pilon-processed-gene-67.7-mRNA-1,Qrob_P0619490.2,augustus_masked-316_pilon-processed-gene-67.7-mRNA-1,98.99,396,0,9.879999999999999e-166,-Inf,693,98.99,396,0,1.4899999999999997e-169,-Inf,693
augustus_masked-316_pilon-processed-gene-68.4-mRNA-1,Qrob_P0619570.2,augustus_masked-316_pilon-processed-gene-68.4-mRNA-1,99.371,318,4.29e-161,2.38e-69,-91.7441196648718,565,99.371,318,5.4899999999999994e-161,3.72e-68,-92.83097059543181,565
augustus_masked-316_pilon-processed-gene-7.6-mRNA-1,Qrob_P0059960.2,augustus_masked-316_pilon-processed-gene-7.6-mRNA-1,98.575,772,0,9.719999999999998e-101,-Inf,1343,98.575,772,0,2.3e-122,-Inf,1343
augustus_masked-316_pilon-processed-gene-74.0-mRNA-1,Qrob_P0666680.2,augustus_masked-316_pilon-processed-gene-74.0-mRNA-1,96.361,1429,0,6.389999999999999e-163,-Inf,2355,96.361,1429,0,5.65e-49,-Inf,2355
augustus_masked-316_pilon-processed-gene-75.10-mRNA-1,Qrob_P0676320.2,augustus_masked-316_pilon-processed-gene-75.10-mRNA-1,96.63,1098,0,3.49e-4,-Inf,1820,96.63,1098,0,0,NA,1820
augustus_masked-316_pilon-processed-gene-81.6-mRNA-1,Qrob_P0131470.2,augustus_masked-316_pilon-processed-gene-81.6-mRNA-1,98.537,410,0,1.3799999999999999e-87,-Inf,713,98.537,410,0,NA,NA,713
augustus_masked-316_pilon-processed-gene-83.12-mRNA-1,Qrob_P0197930.2,augustus_masked-316_pilon-processed-gene-83.12-mRNA-1,98.134,804,0,7.71e-11,-Inf,1381,98.134,804,0,9.91e-11,-Inf,1381
augustus_masked-316_pilon-processed-gene-87.2-mRNA-1,Qrob_P0204530.2,augustus_masked-316_pilon-processed-gene-87.2-mRNA-1,98.848,1823,0,6.18e-17,-Inf,3194,98.848,1823,0,9.12e-22,-Inf,3194
augustus_masked-316_pilon-processed-gene-9.4-mRNA-1,Qrob_P0060070.2,augustus_masked-316_pilon-processed-gene-9.4-mRNA-1,98.958,384,0,1.26e-39,-Inf,675,98.958,384,0,6.119999999999999e-42,-Inf,675
augustus_masked-316_pilon-processed-gene-91.4-mRNA-1,Qrob_P0204820.2,augustus_masked-316_pilon-processed-gene-91.4-mRNA-1,99.176,2427,0,2.9e-85,-Inf,4287,99.176,2427,0,2.0499999999999998e-88,-Inf,4287
augustus_masked-316_pilon-processed-gene-96.6-mRNA-1,Qrob_P0205130.2,augustus_masked-316_pilon-processed-gene-96.6-mRNA-1,95.064,1337,0,1.63e-148,-Inf,2153,95.064,1337,0,0,NA,2153
augustus_masked-327_pilon-processed-gene-0.7-mRNA-1,Qrob_P0007970.2,augustus_masked-327_pilon-processed-gene-0.7-mRNA-1,98.851,348,1.2699999999999997e-174,3.66e-4,-170.45967736443845,610,98.851,348,1.6199999999999997e-174,NA,NA,610
augustus_masked-327_pilon-processed-gene-11.7-mRNA-1,Qrob_P0619050.2,augustus_masked-327_pilon-processed-gene-11.7-mRNA-1,94.938,1442,0,1.3e-5,-Inf,2307,94.938,1442,0,NA,NA,2307
augustus_masked-327_pilon-processed-gene-11.9-mRNA-1,Qrob_P0618990.2,augustus_masked-327_pilon-processed-gene-11.9-mRNA-1,99.203,1506,0,6.24e-66,-Inf,2663,99.203,1506,0,2e-73,-Inf,2663
augustus_masked-327_pilon-processed-gene-12.14-mRNA-1,Qrob_P0570870.2,augustus_masked-327_pilon-processed-gene-12.14-mRNA-1,82.637,622,0,8.16e-155,-Inf,655,82.637,622,0,9.29e-168,-Inf,655
augustus_masked-327_pilon-processed-gene-3.9-mRNA-1,Qrob_P0111500.2,augustus_masked-327_pilon-processed-gene-3.9-mRNA-1,99.01,1414,0,3.82e-13,-Inf,2488,99.01,1414,0,2.2e-24,-Inf,2488
augustus_masked-327_pilon-processed-gene-9.4-mRNA-1,Qrob_P0111150.2,augustus_masked-327_pilon-processed-gene-9.4-mRNA-1,98.201,834,0,9.75e-105,-Inf,1437,98.201,834,0,1.02e-105,-Inf,1437
augustus_masked-328_pilon-processed-gene-0.3-mRNA-1,Qrob_P0315320.2,augustus_masked-328_pilon-processed-gene-0.3-mRNA-1,98.39,1056,0,1.72e-97,-Inf,1829,98.39,1056,0,8.199999999999999e-96,-Inf,1829
augustus_masked-328_pilon-processed-gene-0.4-mRNA-1,Qrob_P0315310.2,augustus_masked-328_pilon-processed-gene-0.4-mRNA-1,96.578,263,4.65e-121,1.03e-59,-61.34538427181521,434,96.578,263,6.1899999999999994e-121,1.37e-97,-23.34502991813629,434
augustus_masked-328_pilon-processed-gene-1.3-mRNA-1,Qrob_P0315270.2,augustus_masked-328_pilon-processed-gene-1.3-mRNA-1,97.931,290,4.969999999999999e-140,1.99e-18,-121.60249668767636,497,97.931,290,6.639999999999999e-140,2.8299999999999998e-81,-58.62961835615626,497
augustus_masked-328_pilon-processed-gene-11.5-mRNA-1,Qrob_P0393670.2,augustus_masked-328_pilon-processed-gene-11.5-mRNA-1,98.225,1521,0,4.52e-150,-Inf,2622,98.225,1521,0,3.65e-127,-Inf,2622
augustus_masked-328_pilon-processed-gene-14.11-mRNA-1,Qrob_P0747210.2,augustus_masked-328_pilon-processed-gene-14.11-mRNA-1,94.236,399,1.5199999999999998e-177,1.99e-49,-128.11700948846493,621,94.236,399,1.9199999999999998e-177,NA,NA,621
augustus_masked-328_pilon-processed-gene-14.4-mRNA-1,Qrob_P0747250.2,augustus_masked-328_pilon-processed-gene-14.4-mRNA-1,94.902,510,0,4.35e-24,-Inf,810,94.902,510,0,1.4499999999999998e-31,-Inf,810
augustus_masked-328_pilon-processed-gene-3.1-mRNA-1,Qrob_P0315210.2,augustus_masked-328_pilon-processed-gene-3.1-mRNA-1,94.693,1922,0,1.68e-68,-Inf,3045,94.693,1922,0,2.89e-61,-Inf,3045
augustus_masked-328_pilon-processed-gene-4.3-mRNA-1,Qrob_P0315150.2,augustus_masked-328_pilon-processed-gene-4.3-mRNA-1,97.721,1404,0,3e-44,-Inf,2385,97.721,1404,0,2.96e-39,-Inf,2385
augustus_masked-328_pilon-processed-gene-6.3-mRNA-1,Qrob_P0442670.2,augustus_masked-328_pilon-processed-gene-6.3-mRNA-1,98.869,1768,0,1.02e-114,-Inf,3099,98.869,1768,0,0,NA,3099
augustus_masked-337_pilon-processed-gene-0.4-mRNA-1,Qrob_P0530270.2,augustus_masked-337_pilon-processed-gene-0.4-mRNA-1,98.347,363,4.949999999999999e-180,8.99e-63,-117.25915449279967,628,98.347,363,7.569999999999999e-180,2.32e-167,-12.48639210539082,628
augustus_masked-338_pilon-processed-gene-0.1-mRNA-1,Qrob_P0530280.2,augustus_masked-338_pilon-processed-gene-0.1-mRNA-1,95.276,381,1.67e-173,1.2899999999999998e-130,-42.88787323915167,608,95.276,381,2.4899999999999996e-173,3.96e-139,-34.20149583882977,608
augustus_masked-338_pilon-processed-gene-0.2-mRNA-1,Qrob_P0530290.2,augustus_masked-338_pilon-processed-gene-0.2-mRNA-1,96.839,348,7.489999999999999e-165,4.16e-92,-72.74461151292728,579,96.839,348,1.17e-164,3.5699999999999995e-152,-12.484482354366008,579
augustus_masked-338_pilon-processed-gene-1.0-mRNA-1,Qrob_P0530300.2,augustus_masked-338_pilon-processed-gene-1.0-mRNA-1,99.088,329,2.1699999999999996e-165,2.8199999999999996e-151,-14.113789374470826,581,99.088,329,3.1799999999999996e-165,1.0399999999999997e-158,-6.514606219314345,581
augustus_masked-338_pilon-processed-gene-1.2-mRNA-1,Qrob_P0735020.2,augustus_masked-338_pilon-processed-gene-1.2-mRNA-1,98.138,1933,0,3.4399999999999997e-34,-Inf,3323,98.138,1933,0,4.92e-28,-Inf,3323
augustus_masked-338_pilon-processed-gene-10.6-mRNA-1,Qrob_P0048830.2,augustus_masked-338_pilon-processed-gene-10.6-mRNA-1,89.989,899,0,6.66e-58,-Inf,1257,89.989,899,0,1.61e-8,-Inf,1257
augustus_masked-345_pilon-processed-gene-0.3-mRNA-1,Qrob_P0112570.2,augustus_masked-345_pilon-processed-gene-0.3-mRNA-1,98.069,984,0,2.5499999999999998e-24,-Inf,1690,98.069,984,0,9.37e-25,-Inf,1690
augustus_masked-345_pilon-processed-gene-108.4-mRNA-1,Qrob_P0591010.2,augustus_masked-345_pilon-processed-gene-108.4-mRNA-1,98.726,471,0,3.3e-74,-Inf,823,98.726,471,0,4.929999999999999e-110,-Inf,823
augustus_masked-345_pilon-processed-gene-109.3-mRNA-1,Qrob_P0590960.2,augustus_masked-345_pilon-processed-gene-109.3-mRNA-1,99.35,1385,0,1.49e-42,-Inf,2458,99.35,1385,0,4.65e-69,-Inf,2458
augustus_masked-345_pilon-processed-gene-109.4-mRNA-1,Qrob_P0590930.2,augustus_masked-345_pilon-processed-gene-109.4-mRNA-1,98.582,776,0,2.02e-22,-Inf,1351,98.582,776,0,7.01e-56,-Inf,1351
augustus_masked-345_pilon-processed-gene-111.16-mRNA-1,Qrob_P0590800.2,augustus_masked-345_pilon-processed-gene-111.16-mRNA-1,94.705,831,0,4.4e-14,-Inf,1312,94.705,831,0,5.83e-9,-Inf,1312
augustus_masked-345_pilon-processed-gene-114.7-mRNA-1,Qrob_P0081840.2,augustus_masked-345_pilon-processed-gene-114.7-mRNA-1,89.398,415,4.5799999999999993e-166,4.59e-90,-76.00094720753339,584,89.398,415,2.7999999999999993e-166,1.3599999999999998e-119,-46.686380877028,584
augustus_masked-345_pilon-processed-gene-114.8-mRNA-1,Qrob_P0081850.2,augustus_masked-345_pilon-processed-gene-114.8-mRNA-1,98.575,351,1.22e-173,2.3499999999999995e-119,-54.28470803159698,609,98.575,351,5.979999999999999e-174,1.9600000000000002e-91,-82.51555488736805,609
augustus_masked-345_pilon-processed-gene-12.9-mRNA-1,Qrob_P0025120.2,augustus_masked-345_pilon-processed-gene-12.9-mRNA-1,99.099,666,0,1.95e-17,-Inf,1173,99.099,666,0,2.04e-18,-Inf,1173
augustus_masked-345_pilon-processed-gene-127.4-mRNA-1,Qrob_P0082400.2,augustus_masked-345_pilon-processed-gene-127.4-mRNA-1,99.001,1602,0,1.67e-16,-Inf,2818,99.001,1602,0,3.18e-14,-Inf,2818
augustus_masked-345_pilon-processed-gene-17.0-mRNA-1,Qrob_P0137440.2,augustus_masked-345_pilon-processed-gene-17.0-mRNA-1,98.507,1139,0,2.92e-12,-Inf,1978,98.507,1139,0,NA,NA,1978
augustus_masked-345_pilon-processed-gene-19.8-mRNA-1,Qrob_P0137390.2,augustus_masked-345_pilon-processed-gene-19.8-mRNA-1,97.523,1332,0,3.48e-5,-Inf,2252,97.523,1332,0,0,NA,2252
augustus_masked-345_pilon-processed-gene-24.4-mRNA-1,Qrob_P0361350.2,augustus_masked-345_pilon-processed-gene-24.4-mRNA-1,98.447,1932,0,4.75e-18,-Inf,3348,98.447,1932,0,2.7600000000000002e-22,-Inf,3348
augustus_masked-345_pilon-processed-gene-25.11-mRNA-1,Qrob_P0165590.2,augustus_masked-345_pilon-processed-gene-25.11-mRNA-1,97.064,579,0,8.18e-9,-Inf,968,97.064,579,0,NA,NA,968
augustus_masked-345_pilon-processed-gene-25.7-mRNA-1,Qrob_P0165630.2,augustus_masked-345_pilon-processed-gene-25.7-mRNA-1,98.868,2208,0,1.19e-108,-Inf,3868,98.868,2208,0,1.53e-108,-Inf,3868
augustus_masked-345_pilon-processed-gene-27.2-mRNA-1,Qrob_P0267110.2,augustus_masked-345_pilon-processed-gene-27.2-mRNA-1,98.286,350,1.96e-172,5.65e-21,-151.45979237646299,605,98.286,350,1.41e-172,1.51e-7,-165.0297578346378,605
augustus_masked-345_pilon-processed-gene-34.2-mRNA-1,Qrob_P0087680.2,augustus_masked-345_pilon-processed-gene-34.2-mRNA-1,95.668,1385,0,4.92e-150,-Inf,2256,95.668,1385,0,NA,NA,2256
augustus_masked-345_pilon-processed-gene-36.5-mRNA-1,Qrob_P0390950.2,augustus_masked-345_pilon-processed-gene-36.5-mRNA-1,98.018,656,0,6.97e-5,-Inf,1123,98.018,656,0,6.23e-6,-Inf,1123
augustus_masked-345_pilon-processed-gene-39.4-mRNA-1,Qrob_P0512090.2,augustus_masked-345_pilon-processed-gene-39.4-mRNA-1,98.602,1860,0,2.7000000000000002e-27,-Inf,3238,98.602,1860,0,9.03e-29,-Inf,3238
augustus_masked-345_pilon-processed-gene-4.9-mRNA-1,Qrob_P0651930.2,augustus_masked-345_pilon-processed-gene-4.9-mRNA-1,98.419,506,0,9.61e-30,-Inf,877,98.419,506,0,3.3799999999999997e-47,-Inf,877
augustus_masked-345_pilon-processed-gene-40.0-mRNA-1,Qrob_P0512050.2,augustus_masked-345_pilon-processed-gene-40.0-mRNA-1,95.516,446,0,0.001,-Inf,716,95.516,446,0,9.700000000000001e-27,-Inf,716
augustus_masked-345_pilon-processed-gene-5.7-mRNA-1,Qrob_P0222580.2,augustus_masked-345_pilon-processed-gene-5.7-mRNA-1,96.452,310,3.5199999999999994e-144,4.89e-136,-8.142766195645493,510,96.452,310,3.889999999999999e-144,1.66e-142,-1.6301584867143504,510
augustus_masked-345_pilon-processed-gene-50.0-mRNA-1,Qrob_P0080360.2,augustus_masked-345_pilon-processed-gene-50.0-mRNA-1,97.009,1839,0,8.56e-21,-Inf,3097,97.009,1839,0,1.12e-20,-Inf,3097
augustus_masked-345_pilon-processed-gene-56.2-mRNA-1,Qrob_P0018310.2,augustus_masked-345_pilon-processed-gene-56.2-mRNA-1,97.222,1080,0,6.1800000000000005e-77,-Inf,1813,97.222,1080,0,1.86e-78,-Inf,1813
augustus_masked-345_pilon-processed-gene-6.1-mRNA-1,Qrob_P0693320.2,augustus_masked-345_pilon-processed-gene-6.1-mRNA-1,95.265,528,0,2.27e-15,-Inf,847,95.265,528,0,0,NA,847
augustus_masked-345_pilon-processed-gene-64.1-mRNA-1,Qrob_P0379130.2,augustus_masked-345_pilon-processed-gene-64.1-mRNA-1,98.529,408,0,3.3299999999999996e-37,-Inf,710,98.529,408,0,3.5e-38,-Inf,710
augustus_masked-345_pilon-processed-gene-7.4-mRNA-1,Qrob_P0025260.2,augustus_masked-345_pilon-processed-gene-7.4-mRNA-1,96.716,1827,0,6.169999999999999e-42,-Inf,3025,96.716,1827,0,0,NA,3025
augustus_masked-345_pilon-processed-gene-73.14-mRNA-1,Qrob_P0541470.2,augustus_masked-345_pilon-processed-gene-73.14-mRNA-1,97.872,564,0,3.38e-7,-Inf,964,97.872,564,0,2.7199999999999997e-35,-Inf,964
augustus_masked-345_pilon-processed-gene-73.8-mRNA-1,Qrob_P0342030.2,augustus_masked-345_pilon-processed-gene-73.8-mRNA-1,98.227,282,5.0999999999999995e-137,5.48e-10,-127.03121038238643,487,98.227,282,7.16e-137,4.54e-19,-117.80214283054923,487
augustus_masked-345_pilon-processed-gene-74.0-mRNA-1,Qrob_P0541460.2,augustus_masked-345_pilon-processed-gene-74.0-mRNA-1,99.471,567,0,6.67e-65,-Inf,1010,99.471,567,0,1.78e-69,-Inf,1010
augustus_masked-345_pilon-processed-gene-75.2-mRNA-1,Qrob_P0541420.2,augustus_masked-345_pilon-processed-gene-75.2-mRNA-1,97.945,438,0,3.85e-5,-Inf,750,97.945,438,0,2.28e-126,-Inf,750
augustus_masked-345_pilon-processed-gene-77.3-mRNA-1,Qrob_P0541360.2,augustus_masked-345_pilon-processed-gene-77.3-mRNA-1,98.652,1261,0,3.4e-75,-Inf,2196,98.652,1261,0,0,NA,2196
augustus_masked-345_pilon-processed-gene-88.0-mRNA-1,Qrob_P0571480.2,augustus_masked-345_pilon-processed-gene-88.0-mRNA-1,83.559,444,5.799999999999999e-146,2.03e-69,-76.54406804435027,517,83.559,444,6.0399999999999995e-146,7.379999999999998e-107,-39.08701942320191,517
augustus_masked-345_pilon-processed-gene-9.2-mRNA-1,Qrob_P0025160.2,augustus_masked-345_pilon-processed-gene-9.2-mRNA-1,92.265,724,0,2.9699999999999994e-151,-Inf,1083,92.265,724,0,1.7799999999999998e-47,-Inf,1083
augustus_masked-346_pilon-processed-gene-12.3-mRNA-1,Qrob_P0637060.2,augustus_masked-346_pilon-processed-gene-12.3-mRNA-1,99.107,1008,0,2.15e-44,-Inf,1778,99.107,1008,0,0,NA,1778
augustus_masked-346_pilon-processed-gene-16.7-mRNA-1,Qrob_P0389860.2,augustus_masked-346_pilon-processed-gene-16.7-mRNA-1,96.659,419,0,3.23e-142,-Inf,693,96.659,419,0,0,NA,693
augustus_masked-346_pilon-processed-gene-18.1-mRNA-1,Qrob_P0584060.2,augustus_masked-346_pilon-processed-gene-18.1-mRNA-1,92.04,201,7.34e-78,4.07e-24,-53.74389834930915,291,92.04,201,1.36e-78,1.89e-32,-46.14292289580303,291
augustus_masked-346_pilon-processed-gene-20.4-mRNA-1,Qrob_P0744190.2,augustus_masked-346_pilon-processed-gene-20.4-mRNA-1,98.217,2019,0,6.91e-29,-Inf,3483,98.217,2019,0,1.59e-25,-Inf,3483
augustus_masked-346_pilon-processed-gene-20.6-mRNA-1,Qrob_P0744170.2,augustus_masked-346_pilon-processed-gene-20.6-mRNA-1,99.338,1359,0,1.9599999999999998e-46,-Inf,2411,99.338,1359,0,4.85e-49,-Inf,2411
augustus_masked-346_pilon-processed-gene-20.7-mRNA-1,Qrob_P0744160.2,augustus_masked-346_pilon-processed-gene-20.7-mRNA-1,95.771,1537,0,6.23e-95,-Inf,2521,95.771,1537,0,5.19e-84,-Inf,2521
augustus_masked-346_pilon-processed-gene-21.1-mRNA-1,Qrob_P0768340.2,augustus_masked-346_pilon-processed-gene-21.1-mRNA-1,99.318,1026,0,6.23e-178,-Inf,1818,99.318,1026,0,0,NA,1818
augustus_masked-346_pilon-processed-gene-22.0-mRNA-1,Qrob_P0729220.2,augustus_masked-346_pilon-processed-gene-22.0-mRNA-1,88.337,523,0,3.02e-137,-Inf,704,88.337,523,0,NA,NA,704
augustus_masked-346_pilon-processed-gene-23.5-mRNA-1,Qrob_P0257230.2,augustus_masked-346_pilon-processed-gene-23.5-mRNA-1,100,133,1.7899999999999999e-62,1.13e-58,-3.8002254125035293,241,100,133,4.21e-63,2.3299999999999997e-47,-15.74307382519035,241
augustus_masked-346_pilon-processed-gene-24.5-mRNA-1,Qrob_P0487410.2,augustus_masked-346_pilon-processed-gene-24.5-mRNA-1,92.105,266,1.5699999999999997e-106,4.51e-69,-37.45827688946872,386,92.105,266,2.0899999999999997e-106,NA,NA,386
augustus_masked-346_pilon-processed-gene-25.8-mRNA-1,Qrob_P0256980.2,augustus_masked-346_pilon-processed-gene-25.8-mRNA-1,87.176,655,0,2.05e-37,-Inf,794,87.176,655,0,0,NA,794
augustus_masked-346_pilon-processed-gene-26.7-mRNA-1,Qrob_P0432120.2,augustus_masked-346_pilon-processed-gene-26.7-mRNA-1,94.617,1449,0,2.49e-159,-Inf,2286,94.617,1449,0,3.9299999999999993e-177,-Inf,2286
augustus_masked-346_pilon-processed-gene-27.13-mRNA-1,Qrob_P0432030.2,augustus_masked-346_pilon-processed-gene-27.13-mRNA-1,98.773,1875,0,4.609999999999999e-37,-Inf,3278,98.773,1875,0,1.7299999999999999e-37,-Inf,3278
augustus_masked-346_pilon-processed-gene-5.17-mRNA-1,Qrob_P0371750.2,augustus_masked-346_pilon-processed-gene-5.17-mRNA-1,81.722,569,4.919999999999999e-169,6.839999999999999e-161,-8.143090998952744,593,81.722,569,2.1099999999999996e-168,1.9800000000000002e-86,-81.97238273496384,593
augustus_masked-347_pilon-processed-gene-10.6-mRNA-1,Qrob_P0444560.2,augustus_masked-347_pilon-processed-gene-10.6-mRNA-1,98.377,3143,0,7.089999999999999e-110,-Inf,5439,98.377,3143,0,0,NA,5439
augustus_masked-347_pilon-processed-gene-11.2-mRNA-1,Qrob_P0657060.2,augustus_masked-347_pilon-processed-gene-11.2-mRNA-1,97.479,357,1.93e-172,1.8200000000000002e-71,-100.97451407897731,604,97.479,357,2.4799999999999998e-172,1.47e-29,-142.77286565392194,604
augustus_masked-347_pilon-processed-gene-3.4-mRNA-1,Qrob_P0144230.2,augustus_masked-347_pilon-processed-gene-3.4-mRNA-1,96.863,255,7.459999999999998e-119,5.76e-38,-80.88768365595054,425,96.863,255,9.499999999999998e-119,1.6100000000000002e-33,-85.229102270743,425
augustus_masked-347_pilon-processed-gene-4.0-mRNA-1,Qrob_P0144260.2,augustus_masked-347_pilon-processed-gene-4.0-mRNA-1,92.735,468,0,7.419999999999999e-116,-Inf,691,92.735,468,0,3.5399999999999996e-121,-Inf,691
augustus_masked-347_pilon-processed-gene-4.1-mRNA-1,Qrob_P0144280.2,augustus_masked-347_pilon-processed-gene-4.1-mRNA-1,92.798,486,0,2.7799999999999996e-121,-Inf,724,92.798,486,0,9.859999999999999e-116,-Inf,724
augustus_masked-347_pilon-processed-gene-6.0-mRNA-1,Qrob_P0144380.2,augustus_masked-347_pilon-processed-gene-6.0-mRNA-1,83.907,1336,0,1.0999999999999999e-74,-Inf,1458,83.907,1336,0,0,NA,1458
augustus_masked-347_pilon-processed-gene-8.6-mRNA-1,Qrob_P0069310.2,augustus_masked-347_pilon-processed-gene-8.6-mRNA-1,88.91,523,0,2.5199999999999994e-168,-Inf,690,88.91,523,0,5.94e-147,-Inf,690
augustus_masked-348_pilon-processed-gene-0.0-mRNA-1,Qrob_P0440220.2,augustus_masked-348_pilon-processed-gene-0.0-mRNA-1,92.806,417,1.9299999999999998e-179,7.199999999999999e-128,-51.5717751874235,627,92.806,417,2.9699999999999998e-179,1.54e-138,-40.71476427151924,627
augustus_masked-348_pilon-processed-gene-10.0-mRNA-1,Qrob_P0704400.2,augustus_masked-348_pilon-processed-gene-10.0-mRNA-1,87.734,693,0,6.6e-123,-Inf,908,87.734,693,0,1.7599999999999998e-103,-Inf,908
augustus_masked-348_pilon-processed-gene-11.10-mRNA-1,Qrob_P0704260.2,augustus_masked-348_pilon-processed-gene-11.10-mRNA-1,98.625,582,0,1.3e-12,-Inf,1014,98.625,582,0,9.2e-16,-Inf,1014
augustus_masked-348_pilon-processed-gene-11.11-mRNA-1,Qrob_P0704240.2,augustus_masked-348_pilon-processed-gene-11.11-mRNA-1,97.145,1086,0,9.739999999999998e-176,-Inf,1816,97.145,1086,0,1.1e-125,-Inf,1816
augustus_masked-348_pilon-processed-gene-12.0-mRNA-1,Qrob_P0704220.2,augustus_masked-348_pilon-processed-gene-12.0-mRNA-1,97.995,848,0,1.61e-127,-Inf,1453,97.995,848,0,NA,NA,1453
augustus_masked-348_pilon-processed-gene-12.1-mRNA-1,Qrob_P0704230.2,augustus_masked-348_pilon-processed-gene-12.1-mRNA-1,98.088,680,0,1.1e-96,-Inf,1168,98.088,680,0,3.11e-92,-Inf,1168
augustus_masked-348_pilon-processed-gene-15.8-mRNA-1,Qrob_P0465060.2,augustus_masked-348_pilon-processed-gene-15.8-mRNA-1,98.378,555,0,9.53e-8,-Inf,961,98.378,555,0,7.169999999999998e-55,-Inf,961
augustus_masked-348_pilon-processed-gene-2.4-mRNA-1,Qrob_P0172780.2,augustus_masked-348_pilon-processed-gene-2.4-mRNA-1,96.398,583,0,4.1e-51,-Inf,961,96.398,583,0,5.01e-39,-Inf,961
augustus_masked-348_pilon-processed-gene-22.13-mRNA-1,Qrob_P0176260.2,augustus_masked-348_pilon-processed-gene-22.13-mRNA-1,93.094,362,4.859999999999999e-153,2.21e-81,-71.65775600442282,541,93.094,362,2.52e-153,NA,NA,541
augustus_masked-348_pilon-processed-gene-22.16-mRNA-1,Qrob_P0570600.2,augustus_masked-348_pilon-processed-gene-22.16-mRNA-1,99.029,309,1.7e-154,1.01e-11,-142.77387245240436,545,99.029,309,1.74e-154,NA,NA,545
augustus_masked-348_pilon-processed-gene-24.2-mRNA-1,Qrob_P0570720.2,augustus_masked-348_pilon-processed-gene-24.2-mRNA-1,97.072,922,0,1.0899999999999999e-66,-Inf,1543,97.072,922,0,1.38e-66,-Inf,1543
augustus_masked-348_pilon-processed-gene-24.4-mRNA-1,Qrob_P0570730.2,augustus_masked-348_pilon-processed-gene-24.4-mRNA-1,97.765,1074,0,1.4500000000000002e-21,-Inf,1830,97.765,1074,0,8.919999999999999e-32,-Inf,1830
augustus_masked-348_pilon-processed-gene-24.7-mRNA-1,Qrob_P0570760.2,augustus_masked-348_pilon-processed-gene-24.7-mRNA-1,98.734,237,1.87e-115,1.54e-40,-74.91567911429996,415,98.734,237,1.7399999999999999e-115,9.659999999999999e-43,-72.74442787813288,415
augustus_masked-348_pilon-processed-gene-25.10-mRNA-1,Qrob_P0640600.2,augustus_masked-348_pilon-processed-gene-25.10-mRNA-1,96.393,915,0,1.59e-178,-Inf,1502,96.393,915,0,4.779999999999999e-180,-Inf,1502
augustus_masked-348_pilon-processed-gene-25.5-mRNA-1,Qrob_P0640650.2,augustus_masked-348_pilon-processed-gene-25.5-mRNA-1,96.406,1252,0,4.82e-41,-Inf,2060,96.406,1252,0,1.04e-40,-Inf,2060
augustus_masked-348_pilon-processed-gene-25.8-mRNA-1,Qrob_P0640620.2,augustus_masked-348_pilon-processed-gene-25.8-mRNA-1,98.712,1242,0,6.18e-23,-Inf,2168,98.712,1242,0,2.01e-34,-Inf,2168
augustus_masked-348_pilon-processed-gene-25.9-mRNA-1,Qrob_P0640610.2,augustus_masked-348_pilon-processed-gene-25.9-mRNA-1,99.294,850,0,4.269999999999999e-180,-Inf,1507,99.294,850,0,1.9799999999999997e-178,-Inf,1507
augustus_masked-348_pilon-processed-gene-27.4-mRNA-1,Qrob_P0477150.2,augustus_masked-348_pilon-processed-gene-27.4-mRNA-1,96.338,355,9.359999999999999e-166,4.8499999999999996e-163,-2.714465889864158,582,96.338,355,1.6299999999999996e-165,2.1399999999999996e-37,-128.11822616894523,582
augustus_masked-348_pilon-processed-gene-28.17-mRNA-1,Qrob_P0477320.2,augustus_masked-348_pilon-processed-gene-28.17-mRNA-1,98.88,2142,0,1.09e-7,-Inf,3755,98.88,2142,0,6.33e-12,-Inf,3755
augustus_masked-348_pilon-processed-gene-31.6-mRNA-1,Qrob_P0204020.2,augustus_masked-348_pilon-processed-gene-31.6-mRNA-1,93.885,278,1.5099999999999998e-118,4.95e-74,-44.51562825164041,425,93.885,278,1.3199999999999998e-118,4.0599999999999996e-68,-50.48795210237134,425
augustus_masked-348_pilon-processed-gene-32.0-mRNA-1,Qrob_P0204080.2,augustus_masked-348_pilon-processed-gene-32.0-mRNA-1,96.859,987,0,2.5399999999999993e-176,-Inf,1642,96.859,987,0,3.4599999999999994e-163,-Inf,1642
augustus_masked-348_pilon-processed-gene-35.8-mRNA-1,Qrob_P0210290.2,augustus_masked-348_pilon-processed-gene-35.8-mRNA-1,93.684,855,0,6.1e-38,-Inf,1299,93.684,855,0,2.3199999999999997e-32,-Inf,1299
