	Views	Protein	Species	E-value	% identity	Align len	Strands	Query ID	Query from	Query to	Target from	Target to	Bitscore	# identical	Positives	Gaps	Query len	Target len
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.04G231400.1.p	Glyma.04G231400.1.p	G.max Wm82.a4.v1	8.05e-28	39	216	+/+	augustus-266_pilon-processed-gene-97.305	6	210	32	240	108.227	84	117	18	210	246
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.04G231400.1.p	Glyma.04G231400.1.p	G.max Wm82.a2.v1	8.05e-28	39	216	+/+	augustus-266_pilon-processed-gene-97.305	6	210	32	240	108.227	84	117	18	210	246
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.09G034000.3	Qurub.09G034000.3	Q.rubra v2.1	1.13e-27	41	196	+/+	augustus-266_pilon-processed-gene-97.305	2	195	29	216	107.071	80	105	10	210	218
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.04G231400.2.p	Glyma.04G231400.2.p	G.max Wm82.a4.v1	2.05e-27	39	216	+/+	augustus-266_pilon-processed-gene-97.305	6	210	54	262	107.457	84	117	18	210	268
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.06G133800.1.p	Glyma.06G133800.1.p	G.max Wm82.a4.v1	3.04e-27	62	85	+/+	augustus-266_pilon-processed-gene-97.305	6	90	34	118	106.686	53	66	0	210	252
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.06G133800.1.p	Glyma.06G133800.1.p	G.max Wm82.a2.v1	3.04e-27	62	85	+/+	augustus-266_pilon-processed-gene-97.305	6	90	34	118	106.686	53	66	0	210	252
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G010100.1.p	Glyma.19G010100.1.p	G.max Wm82.a4.v1	6.15e-25	58	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	50	130	100.908	47	63	0	210	268
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.19G010100.1.p	Glyma.19G010100.1.p	G.max Wm82.a2.v1	6.15e-25	58	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	50	130	100.908	47	63	0	210	268
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G010100.2.p	Glyma.19G010100.2.p	G.max Wm82.a4.v1	6.82e-25	58	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	68	148	101.293	47	63	0	210	286
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G169900.1.p	Glyma.13G169900.1.p	G.max Wm82.a4.v1	6.89e-25	57	84	+/+	augustus-266_pilon-processed-gene-97.305	8	91	65	148	101.293	48	64	0	210	286
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.13G169900.1.p	Glyma.13G169900.1.p	G.max Wm82.a2.v1	6.89e-25	57	84	+/+	augustus-266_pilon-processed-gene-97.305	8	91	65	148	101.293	48	64	0	210	286
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.02G022300.1.p	Glyma.02G022300.1.p	G.max Wm82.a4.v1	8.66e-24	58	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	88	168	99.3673	47	61	0	210	346
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.02G022300.1.p	Glyma.02G022300.1.p	G.max Wm82.a2.v1	8.66e-24	58	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	88	168	99.3673	47	61	0	210	346
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G041700.2.p	Glyma.01G041700.2.p	G.max Wm82.a4.v1	1.71e-23	57	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	57	137	98.2117	46	60	0	210	315
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.01G041700.2.p	Glyma.01G041700.2.p	G.max Wm82.a2.v1	1.71e-23	57	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	57	137	98.2117	46	60	0	210	315
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.01G307400.1.p	Caden.01G307400.1.p	C.dentata v1.1	2.34e-23	56	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	69	149	96.6709	45	63	0	210	267
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.02G311300.1	Qurub.02G311300.1	Q.rubra v2.1	2.41e-23	56	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	69	149	96.6709	45	63	0	210	267
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G041700.1.p	Glyma.01G041700.1.p	G.max Wm82.a4.v1	2.44e-23	57	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	88	168	98.2117	46	60	0	210	346
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.01G041700.1.p	Glyma.01G041700.1.p	G.max Wm82.a2.v1	2.44e-23	57	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	88	168	98.2117	46	60	0	210	346
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.007G097100.2.p	Potri.007G097100.2.p	P.trichocarpa v4.1	2.99e-23	56	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	23	103	97.0561	45	62	0	210	290
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.005G071900.4.p	Potri.005G071900.4.p	P.trichocarpa v4.1	3.94e-23	54	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	23	103	96.6709	44	63	0	210	291
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.007G097100.1.p	Potri.007G097100.1.p	P.trichocarpa v4.1	5.06e-23	56	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	62	142	97.0561	45	62	0	210	329
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.005G071900.1.p	Potri.005G071900.1.p	P.trichocarpa v4.1	6.61e-23	54	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	61	141	96.6709	44	63	0	210	329
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.005G071900.2.p	Potri.005G071900.2.p	P.trichocarpa v4.1	6.84e-23	54	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	62	142	96.6709	44	63	0	210	330
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.11G242200.8.p	Glyma.11G242200.8.p	G.max Wm82.a4.v1	9.14e-23	57	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	22	102	95.5153	46	60	0	210	275
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.11G242200.6.p	Glyma.11G242200.6.p	G.max Wm82.a4.v1	1.07e-22	57	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	62	142	95.5153	46	60	0	210	293
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.05G175600.2.p	Glyma.05G175600.2.p	G.max Wm82.a2.v1	1.09e-22	56	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	22	102	95.9005	45	62	0	210	309
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.11G242200.7.p	Glyma.11G242200.7.p	G.max Wm82.a4.v1	1.21e-22	57	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	30	110	95.1301	46	60	0	210	283
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.05G175600.1.p	Glyma.05G175600.1.p	G.max Wm82.a4.v1	1.77e-22	56	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	59	139	95.9005	45	62	0	210	346
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.05G175600.1.p	Glyma.05G175600.1.p	G.max Wm82.a2.v1	1.77e-22	56	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	59	139	95.9005	45	62	0	210	346
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.11G242200.3.p	Glyma.11G242200.3.p	G.max Wm82.a4.v1	1.81e-22	57	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	57	137	95.1301	46	60	0	210	310
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.11G242200.3.p	Glyma.11G242200.3.p	G.max Wm82.a2.v1	1.81e-22	57	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	57	137	95.1301	46	60	0	210	310
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.11G242200.1.p	Glyma.11G242200.1.p	G.max Wm82.a4.v1	1.93e-22	57	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	62	142	95.1301	46	60	0	210	315
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.11G242200.5.p	Glyma.11G242200.5.p	G.max Wm82.a4.v1	1.93e-22	57	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	62	142	95.1301	46	60	0	210	315
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.11G242200.2.p	Glyma.11G242200.2.p	G.max Wm82.a2.v1	1.93e-22	57	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	62	142	95.1301	46	60	0	210	315
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.11G242200.1.p	Glyma.11G242200.1.p	G.max Wm82.a2.v1	1.93e-22	57	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	62	142	95.1301	46	60	0	210	315
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.18G014900.1.p	Glyma.18G014900.1.p	G.max Wm82.a4.v1	3.46e-22	56	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	60	140	94.7449	45	61	0	210	323
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.18G014900.1.p	Glyma.18G014900.1.p	G.max Wm82.a2.v1	3.46e-22	56	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	60	140	94.7449	45	61	0	210	323
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.02G014800.1	Qurub.02G014800.1	Q.rubra v2.1	2.69e-21	56	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	55	135	91.6633	45	60	0	210	279
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G132800.2.p	Glyma.08G132800.2.p	G.max Wm82.a4.v1	4.25e-21	52	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	22	102	90.8929	42	63	0	210	276
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.08G132800.2.p	Glyma.08G132800.2.p	G.max Wm82.a2.v1	4.25e-21	52	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	22	102	90.8929	42	63	0	210	276
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.06G190200.1.p	Glyma.06G190200.1.p	G.max Wm82.a4.v1	4.47e-21	56	80	+/+	augustus-266_pilon-processed-gene-97.305	11	90	93	172	91.6633	45	59	0	210	327
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.06G190200.1.p	Glyma.06G190200.1.p	G.max Wm82.a2.v1	4.47e-21	56	80	+/+	augustus-266_pilon-processed-gene-97.305	11	90	93	172	91.6633	45	59	0	210	327
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G132800.1.p	Glyma.08G132800.1.p	G.max Wm82.a4.v1	7.96e-21	52	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	59	139	90.8929	42	63	0	210	313
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.08G132800.1.p	Glyma.08G132800.1.p	G.max Wm82.a2.v1	7.96e-21	52	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	59	139	90.8929	42	63	0	210	313
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G295800.1.p	Glyma.08G295800.1.p	G.max Wm82.a4.v1	1.10e-20	51	80	+/+	augustus-266_pilon-processed-gene-97.305	11	90	83	162	90.5077	41	59	0	210	321
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.08G295800.1.p	Glyma.08G295800.1.p	G.max Wm82.a2.v1	1.10e-20	51	80	+/+	augustus-266_pilon-processed-gene-97.305	11	90	83	162	90.5077	41	59	0	210	321
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.18G126800.2.p	Glyma.18G126800.2.p	G.max Wm82.a2.v1	2.14e-20	51	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	83	163	88.5817	41	58	0	210	250
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.01G015000.2.p	Caden.01G015000.2.p	C.dentata v1.1	2.38e-20	54	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	39	119	88.5817	44	59	0	210	263
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.01G015000.1.p	Caden.01G015000.1.p	C.dentata v1.1	2.64e-20	54	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	55	135	88.9669	44	59	0	210	279
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.18G126800.1.p	Glyma.18G126800.1.p	G.max Wm82.a4.v1	3.67e-20	51	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	83	163	89.3521	41	58	0	210	325
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.18G126800.1.p	Glyma.18G126800.1.p	G.max Wm82.a2.v1	3.67e-20	51	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	83	163	89.3521	41	58	0	210	325
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.002G100600.3.p	Potri.002G100600.3.p	P.trichocarpa v4.1	4.43e-20	53	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	22	102	87.4261	43	59	0	210	229
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.02G222300.1.p	Caden.02G222300.1.p	C.dentata v1.1	4.76e-20	53	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	59	139	88.9669	43	60	0	210	323
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.002G100600.2.p	Potri.002G100600.2.p	P.trichocarpa v4.1	8.32e-20	53	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	59	139	87.4261	43	59	0	210	266
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.002G100600.1.p	Potri.002G100600.1.p	P.trichocarpa v4.1	8.32e-20	53	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	59	139	87.4261	43	59	0	210	266
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.04G147900.1.p	Caden.04G147900.1.p	C.dentata v1.1	1.11e-19	51	80	+/+	augustus-266_pilon-processed-gene-97.305	11	90	94	173	88.1965	41	61	0	210	330
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.06G034600.1	Qurub.06G034600.1	Q.rubra v2.1	1.41e-19	52	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	59	139	87.8113	42	59	0	210	323
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.10G165600.1	Qurub.10G165600.1	Q.rubra v2.1	1.93e-19	51	80	+/+	augustus-266_pilon-processed-gene-97.305	11	90	94	173	87.4261	41	60	0	210	330
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.05G030000.1.p	Glyma.05G030000.1.p	G.max Wm82.a4.v1	2.34e-19	50	80	+/+	augustus-266_pilon-processed-gene-97.305	11	90	85	164	87.0409	40	58	0	210	332
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.05G030000.1.p	Glyma.05G030000.1.p	G.max Wm82.a2.v1	2.34e-19	50	80	+/+	augustus-266_pilon-processed-gene-97.305	11	90	85	164	87.0409	40	58	0	210	332
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.17G096700.1.p	Glyma.17G096700.1.p	G.max Wm82.a4.v1	2.41e-19	49	85	+/+	augustus-266_pilon-processed-gene-97.305	6	90	79	163	87.0409	42	60	0	210	330
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.17G096700.1.p	Glyma.17G096700.1.p	G.max Wm82.a2.v1	2.41e-19	49	85	+/+	augustus-266_pilon-processed-gene-97.305	6	90	79	163	87.0409	42	60	0	210	330
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.03G210500.1.p	Caden.03G210500.1.p	C.dentata v1.1	2.70e-19	51	80	+/+	augustus-266_pilon-processed-gene-97.305	11	90	88	167	87.0409	41	58	0	210	322
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.03G217700.1	Qurub.03G217700.1	Q.rubra v2.1	8.15e-19	51	80	+/+	augustus-266_pilon-processed-gene-97.305	11	90	88	167	85.5001	41	57	0	210	322
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.015G065400.1.p	Potri.015G065400.1.p	P.trichocarpa v4.1	1.10e-18	48	80	+/+	augustus-266_pilon-processed-gene-97.305	11	90	88	167	85.1149	38	61	0	210	315
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.18G123500.2.p	Glyma.18G123500.2.p	G.max Wm82.a4.v1	1.15e-18	49	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	30	110	83.5741	40	57	0	210	233
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.012G070900.4.p	Potri.012G070900.4.p	P.trichocarpa v4.1	1.98e-18	48	80	+/+	augustus-266_pilon-processed-gene-97.305	11	90	57	136	83.9593	38	60	0	210	284
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.18G123500.1.p	Glyma.18G123500.1.p	G.max Wm82.a4.v1	2.62e-18	49	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	77	157	83.5741	40	57	0	210	280
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.18G123500.1.p	Glyma.18G123500.1.p	G.max Wm82.a2.v1	2.62e-18	49	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	77	157	83.5741	40	57	0	210	280
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.017G081700.2.p	Potri.017G081700.2.p	P.trichocarpa v4.1	3.19e-18	48	81	+/+	augustus-266_pilon-processed-gene-97.305	11	91	35	115	82.8037	39	57	0	210	248
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.012G070900.1.p	Potri.012G070900.1.p	P.trichocarpa v4.1	3.22e-18	48	80	+/+	augustus-266_pilon-processed-gene-97.305	11	90	91	170	83.9593	38	60	0	210	318
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.03G189400.2.p	Glyma.03G189400.2.p	G.max Wm82.a4.v1	3.37e-18	47	90	+/+	augustus-266_pilon-processed-gene-97.305	1	90	12	100	81.2629	42	59	1	210	180
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.03G189400.3.p	Glyma.03G189400.3.p	G.max Wm82.a4.v1	3.95e-18	46	91	+/+	augustus-266_pilon-processed-gene-97.305	1	91	66	155	80.4925	42	60	1	210	166
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.008G194400.7.p	Potri.008G194400.7.p	P.trichocarpa v4.1	4.10e-18	49	77	+/+	augustus-266_pilon-processed-gene-97.305	11	87	41	117	82.8037	38	53	0	210	262
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.008G194400.2.p	Potri.008G194400.2.p	P.trichocarpa v4.1	5.08e-18	49	77	+/+	augustus-266_pilon-processed-gene-97.305	11	87	82	158	83.1889	38	53	0	210	303
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.008G194400.3.p	Potri.008G194400.3.p	P.trichocarpa v4.1	5.08e-18	49	77	+/+	augustus-266_pilon-processed-gene-97.305	11	87	82	158	83.1889	38	53	0	210	303
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.008G194400.9.p	Potri.008G194400.9.p	P.trichocarpa v4.1	5.08e-18	49	77	+/+	augustus-266_pilon-processed-gene-97.305	11	87	82	158	83.1889	38	53	0	210	303
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.008G194400.5.p	Potri.008G194400.5.p	P.trichocarpa v4.1	7.48e-18	49	77	+/+	augustus-266_pilon-processed-gene-97.305	11	87	68	144	82.4185	38	53	0	210	289
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.008G194400.10.p	Potri.008G194400.10.p	P.trichocarpa v4.1	7.48e-18	49	77	+/+	augustus-266_pilon-processed-gene-97.305	11	87	68	144	82.4185	38	53	0	210	289
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.008G194400.6.p	Potri.008G194400.6.p	P.trichocarpa v4.1	7.48e-18	49	77	+/+	augustus-266_pilon-processed-gene-97.305	11	87	68	144	82.4185	38	53	0	210	289
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.008G194400.4.p	Potri.008G194400.4.p	P.trichocarpa v4.1	7.48e-18	49	77	+/+	augustus-266_pilon-processed-gene-97.305	11	87	68	144	82.4185	38	53	0	210	289
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.02G159400.1	Qurub.02G159400.1	Q.rubra v2.1	0	97	359	+/+	maker-74056_pilon-snap-gene-18.97	1	359	1	354	704.516	347	351	5	359	355
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.01G159600.1.p	Caden.01G159600.1.p	C.dentata v1.1	0	95	361	+/+	maker-74056_pilon-snap-gene-18.97	1	359	1	357	675.626	343	347	6	359	358
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.003G138600.1.p	Potri.003G138600.1.p	P.trichocarpa v4.1	1.14e-155	63	363	+/+	maker-74056_pilon-snap-gene-18.97	1	359	1	342	443.351	229	277	25	359	343
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.001G092900.1.p	Potri.001G092900.1.p	P.trichocarpa v4.1	2.39e-149	63	363	+/+	maker-74056_pilon-snap-gene-18.97	1	359	1	338	427.172	229	275	29	359	339
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.05G215900.1.p	Glyma.05G215900.1.p	G.max Wm82.a4.v1	5.93e-135	56	367	+/+	maker-74056_pilon-snap-gene-18.97	1	359	1	363	391.734	206	261	12	359	364
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.05G215900.1.p	Glyma.05G215900.1.p	G.max Wm82.a2.v1	5.93e-135	56	367	+/+	maker-74056_pilon-snap-gene-18.97	1	359	1	363	391.734	206	261	12	359	364
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G021900.1.p	Glyma.08G021900.1.p	G.max Wm82.a4.v1	7.02e-132	56	367	+/+	maker-74056_pilon-snap-gene-18.97	1	358	1	358	383.645	205	257	18	359	360
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.08G021900.1.p	Glyma.08G021900.1.p	G.max Wm82.a2.v1	7.02e-132	56	367	+/+	maker-74056_pilon-snap-gene-18.97	1	358	1	358	383.645	205	257	18	359	360
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.001G092900.2.p	Potri.001G092900.2.p	P.trichocarpa v4.1	1.83e-124	56	363	+/+	maker-74056_pilon-snap-gene-18.97	1	359	1	299	362.844	203	243	68	359	300
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.003G138600.2.p	Potri.003G138600.2.p	P.trichocarpa v4.1	1.05e-121	62	300	+/+	maker-74056_pilon-snap-gene-18.97	64	359	1	279	354.755	185	226	25	359	280
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.09G048200.1	Qurub.09G048200.1	Q.rubra v2.1	1.30e-108	51	371	+/+	maker-74056_pilon-snap-gene-18.97	1	358	1	363	324.709	188	236	21	359	365
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.12G053600.1.p	Caden.12G053600.1.p	C.dentata v1.1	5.51e-106	50	372	+/+	maker-74056_pilon-snap-gene-18.97	1	358	1	363	318.161	187	234	23	359	365
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.11G098200.1.p	Caden.11G098200.1.p	C.dentata v1.1	1.52e-104	51	359	+/+	maker-74056_pilon-snap-gene-18.97	7	359	5	344	313.538	184	237	25	359	345
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.003G138600.3.p	Potri.003G138600.3.p	P.trichocarpa v4.1	1.72e-102	62	255	+/+	maker-74056_pilon-snap-gene-18.97	109	359	25	259	305.449	158	191	24	359	260
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.04G169000.1	Qurub.04G169000.1	Q.rubra v2.1	2.42e-102	50	359	+/+	maker-74056_pilon-snap-gene-18.97	7	359	5	344	308.145	179	239	25	359	345
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.012G031700.1.p	Potri.012G031700.1.p	P.trichocarpa v4.1	2.39e-100	48	373	+/+	maker-74056_pilon-snap-gene-18.97	1	359	1	371	303.908	178	233	16	359	372
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.014G096200.1.p	Potri.014G096200.1.p	P.trichocarpa v4.1	5.28e-93	48	371	+/+	maker-74056_pilon-snap-gene-18.97	1	359	1	365	285.034	179	227	18	359	366
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.002G168700.1.p	Potri.002G168700.1.p	P.trichocarpa v4.1	1.38e-91	48	368	+/+	maker-74056_pilon-snap-gene-18.97	1	359	1	363	281.182	176	226	14	359	364
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G224800.1.p	Glyma.01G224800.1.p	G.max Wm82.a4.v1	1.76e-89	45	362	+/+	maker-74056_pilon-snap-gene-18.97	1	353	1	321	274.633	164	215	50	359	323
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a2_v1/Glyma.01G224800.1.p	Glyma.01G224800.1.p	G.max Wm82.a2.v1	1.76e-89	45	362	+/+	maker-74056_pilon-snap-gene-18.97	1	353	1	321	274.633	164	215	50	359	323
